row: time/col: destination_zone,0,1,2,3,4,5,6,7,8,9
37,0.42641065,0.8189397,0.85414815,0.16163616,0.27962515,0.6113,0.2568554,0.44806343,0.1853738,0.7304446
38,0.43203437,0.82193804,0.8570812,0.16080815,0.28181058,0.6206377,0.25603363,0.45219794,0.18523714,0.7339954
39,0.43748525,0.8242301,0.85927975,0.1599587,0.28392583,0.62945485,0.25513723,0.45612183,0.18506657,0.7368961
40,0.4427762,0.8259116,0.8608458,0.15909155,0.28597778,0.63777125,0.2541763,0.45985118,0.18486641,0.73921657
41,0.44791913,0.82706875,0.86187077,0.15820992,0.28797257,0.64560753,0.2531597,0.46340075,0.1846405,0.7410212
42,0.45292485,0.8277785,0.8624361,0.15731664,0.2899157,0.65298474,0.25209537,0.46678415,0.18439215,0.7423691
43,0.45780325,0.828109,0.8626138,0.15641417,0.29181212,0.659924,0.2509903,0.4700138,0.18412434,0.7433141
44,0.46256325,0.82812023,0.86246693,0.15550463,0.29366618,0.6664464,0.24985069,0.473101,0.18383962,0.74390477
45,0.4672129,0.8278646,0.86205053,0.15458988,0.29548183,0.67257285,0.248682,0.47605607,0.18354027,0.744185
46,0.47175935,0.82738775,0.8614123,0.15367152,0.29726252,0.6783238,0.24748908,0.47888842,0.18322827,0.7441939
47,0.4762091,0.82672924,0.86059344,0.15275095,0.29901132,0.6837193,0.24627616,0.4816065,0.18290538,0.74396676
48,0.48056784,0.82592326,0.85962933,0.15182938,0.3007309,0.6887786,0.24504697,0.4842181,0.18257311,0.7435347
49,0.48484066,0.8249991,0.85855037,0.15090784,0.30242372,0.6935204,0.24380484,0.48673013,0.18223283,0.7429254
50,0.48903206,0.8239819,0.85738236,0.14998727,0.30409184,0.6979629,0.24255265,0.489149,0.18188569,0.7421636
51,0.493146,0.822893,0.8561473,0.14906842,0.30573714,0.7021233,0.24129298,0.49148047,0.18153273,0.741271
52,0.49718598,0.82175076,0.85486364,0.14815198,0.30736125,0.70601815,0.24002805,0.49372977,0.18117486,0.7402668
53,0.5011551,0.8205705,0.8535471,0.14723854,0.3089656,0.7096632,0.23875986,0.49590164,0.18081288,0.739168
54,0.50505596,0.8193653,0.85221076,0.14632861,0.31055143,0.7130736,0.23749013,0.49800044,0.18044747,0.7379894
55,0.5088909,0.818146,0.8508655,0.14542264,0.31211984,0.71626365,0.23622039,0.5000301,0.18007927,0.7367442
56,0.51266205,0.8169217,0.8495204,0.14452098,0.3136718,0.71924686,0.23495197,0.50199425,0.17970881,0.73544395
57,0.51637113,0.8157,0.8481829,0.143624,0.3152081,0.72203606,0.23368604,0.5038962,0.17933656,0.73409873
58,0.52001965,0.81448716,0.84685916,0.14273195,0.31672952,0.7246435,0.23242365,0.505739,0.17896296,0.73271745
59,0.523609,0.8132883,0.845554,0.14184508,0.31823665,0.7270807,0.23116568,0.50752544,0.17858836,0.73130786
60,0.52714026,0.8121075,0.8442714,0.1409636,0.31973004,0.7293584,0.2299129,0.50925815,0.17821309,0.7298768
61,0.53061444,0.81094813,0.84301454,0.1400877,0.32121018,0.73148686,0.22866604,0.5109395,0.17783745,0.7284303
62,0.5340324,0.8098128,0.8417857,0.13921751,0.32267746,0.73347574,0.22742565,0.51257163,0.17746168,0.7269734
63,0.53739494,0.8087035,0.84058684,0.13835317,0.32413223,0.73533416,0.22619228,0.5141567,0.17708601,0.7255108
64,0.54070264,0.8076217,0.8394191,0.13749479,0.3255748,0.73707056,0.22496636,0.5156966,0.17671065,0.72404635
65,0.5439561,0.80656856,0.83828354,0.13664246,0.3270054,0.73869306,0.2237483,0.51719314,0.17633577,0.7225836
66,0.54715586,0.80554485,0.83718055,0.13579625,0.32842425,0.7402091,0.2225384,0.518648,0.17596151,0.72112554
67,0.55030227,0.80455095,0.8361105,0.13495623,0.3298315,0.7416258,0.22133696,0.5200628,0.17558803,0.71967477
68,0.55339575,0.8035871,0.8350733,0.13412245,0.33122736,0.7429498,0.22014423,0.5214391,0.17521544,0.7182335
69,0.5564367,0.8026532,0.83406883,0.13329494,0.33261192,0.74418736,0.21896039,0.5227782,0.17484385,0.7168038
70,0.5594255,0.80174917,0.8330968,0.13247374,0.3339853,0.7453443,0.21778563,0.5240816,0.17447336,0.7153872
71,0.5623623,0.80087465,0.83215666,0.13165887,0.3353476,0.74642605,0.21662009,0.52535045,0.17410406,0.7139853
72,0.5652476,0.8000292,0.83124787,0.13085033,0.33669883,0.7474378,0.21546386,0.52658606,0.17373604,0.7125993
73,0.56808156,0.79921234,0.8303698,0.13004814,0.3380391,0.7483843,0.21431705,0.5277896,0.17336933,0.71123016
74,0.57086456,0.79842335,0.8295217,0.1292523,0.33936843,0.7492701,0.21317972,0.5289622,0.17300403,0.70987886
75,0.5735969,0.7976617,0.82870287,0.1284628,0.34068686,0.7500993,0.21205193,0.5301049,0.17264017,0.7085461
76,0.57627887,0.7969267,0.8279125,0.12767966,0.3419944,0.75087595,0.2109337,0.5312187,0.17227781,0.70723253
77,0.57891077,0.79621756,0.8271498,0.12690283,0.3432911,0.75160366,0.20982505,0.5323047,0.17191698,0.70593864
78,0.5814929,0.7955336,0.826414,0.12613232,0.34457695,0.7522859,0.20872599,0.5333638,0.17155771,0.7046648
79,0.5840257,0.794874,0.8257042,0.1253681,0.34585196,0.7529259,0.20763649,0.53439695,0.17120005,0.70341146
80,0.5865094,0.7942381,0.82501966,0.124610156,0.3471161,0.7535266,0.20655656,0.535405,0.17084403,0.7021788
81,0.58894444,0.7936251,0.8243595,0.12385845,0.34836945,0.75409096,0.20548615,0.5363888,0.17048967,0.70096695
82,0.59133124,0.79303426,0.8237229,0.12311297,0.34961194,0.75462145,0.20442523,0.5373492,0.17013699,0.69977605
83,0.5936702,0.7924648,0.82310915,0.12237367,0.3508436,0.7551206,0.20337377,0.53828704,0.169786,0.6986062
84,0.5959617,0.7919161,0.82251745,0.12164053,0.35206443,0.7555906,0.20233172,0.539203,0.16943675,0.69745743
85,0.59820616,0.7913873,0.8219471,0.12091352,0.3532744,0.7560337,0.20129901,0.5400979,0.16908923,0.6963297
86,0.60040414,0.7908778,0.8213973,0.1201926,0.35447353,0.7564519,0.20027559,0.5409724,0.16874346,0.695223
87,0.6025561,0.7903869,0.82086736,0.119477734,0.3556618,0.75684696,0.19926137,0.54182726,0.16839945,0.69413716
88,0.6046625,0.78991395,0.8203566,0.118768886,0.3568392,0.7572207,0.19825631,0.54266316,0.1680572,0.6930721
89,0.60672385,0.7894583,0.81986433,0.11806601,0.35800576,0.7575747,0.19726034,0.54348075,0.16771674,0.6920277
90,0.60874075,0.7890192,0.81938994,0.11736908,0.35916147,0.75791043,0.19627336,0.54428065,0.16737805,0.69100374
91,0.6107137,0.7885962,0.81893283,0.116678044,0.36030632,0.7582294,0.1952953,0.5450635,0.16704115,0.6900001
92,0.6126433,0.7881887,0.81849235,0.11599287,0.36144033,0.7585328,0.19432609,0.5458299,0.16670606,0.6890166
93,0.61453015,0.7877961,0.8180679,0.11531351,0.3625635,0.75882196,0.19336565,0.5465804,0.16637275,0.68805295
94,0.6163748,0.7874178,0.81765896,0.114639916,0.3636758,0.7590979,0.19241388,0.5473155,0.16604124,0.687109
95,0.61817783,0.7870534,0.817265,0.11397205,0.3647773,0.7593617,0.19147071,0.5480358,0.16571152,0.6861844
96,0.61993986,0.7867023,0.8168855,0.113309875,0.36586797,0.75961435,0.19053604,0.5487419,0.1653836,0.685279
97,0.62166154,0.786364,0.8165199,0.11265334,0.36694783,0.75985676,0.18960978,0.5494341,0.16505748,0.6843925
98,0.6233435,0.7860381,0.81616783,0.112002395,0.3680169,0.7600898,0.18869187,0.5501131,0.16473316,0.6835247
99,0.62498647,0.7857241,0.8158287,0.111357,0.3690752,0.7603143,0.1877822,0.5507792,0.16441062,0.6826753
100,0.62659097,0.7854216,0.8155021,0.11071712,0.37012276,0.7605308,0.18688068,0.551433,0.16408989,0.681844
101,0.6281577,0.7851302,0.8151877,0.11008269,0.37115958,0.76074016,0.18598722,0.5520749,0.16377094,0.6810305
102,0.6296873,0.7848494,0.81488496,0.10945368,0.37218568,0.76094294,0.18510173,0.5527053,0.16345379,0.68023455
103,0.63118047,0.7845789,0.81459355,0.10883003,0.3732011,0.7611397,0.18422413,0.5533246,0.1631384,0.6794559
104,0.63263786,0.7843183,0.8143131,0.108211696,0.3742059,0.761331,0.18335432,0.55393314,0.1628248,0.6786942
105,0.63406014,0.7840673,0.8140432,0.10759864,0.37520003,0.76151735,0.18249223,0.5545314,0.16251296,0.6779492
106,0.635448,0.78382546,0.8137835,0.106990814,0.3761836,0.76169914,0.18163775,0.5551197,0.1622029,0.67722064
107,0.6368021,0.78359246,0.8135337,0.10638817,0.37715662,0.7618769,0.1807908,0.5556984,0.16189459,0.6765082
108,0.63812304,0.78336805,0.81329346,0.10579065,0.3781191,0.7620509,0.17995128,0.55626786,0.16158804,0.6758116
109,0.63941157,0.78315187,0.8130624,0.10519822,0.37907115,0.7622216,0.17911913,0.5568284,0.16128324,0.67513055
110,0.64066833,0.78294367,0.81284034,0.10461083,0.38001275,0.76238924,0.17829423,0.5573803,0.16098018,0.67446476
111,0.641894,0.78274316,0.8126269,0.10402843,0.38094395,0.7625542,0.17747651,0.5579239,0.16067885,0.67381394
112,0.64308923,0.78255004,0.8124218,0.103450984,0.38186482,0.76271677,0.17666589,0.5584595,0.16037926,0.6731778
113,0.6442546,0.7823641,0.81222475,0.10287844,0.38277537,0.76287717,0.17586227,0.5589874,0.16008139,0.67255604
114,0.64539087,0.782185,0.81203556,0.10231075,0.3836757,0.7630356,0.17506558,0.5595078,0.15978523,0.67194843
115,0.6464986,0.7820126,0.81185395,0.10174786,0.3845658,0.76319236,0.17427573,0.560021,0.15949078,0.67135465
116,0.64757854,0.7818466,0.8116796,0.10118974,0.38544577,0.76334757,0.17349263,0.5605272,0.15919803,0.6707744
117,0.6486312,0.78168684,0.81151235,0.10063633,0.38631567,0.76350147,0.1727162,0.56102675,0.15890697,0.67020744
118,0.64965725,0.78153306,0.81135195,0.100087605,0.38717553,0.7636542,0.17194638,0.5615198,0.15861759,0.66965353
119,0.6506573,0.78138506,0.81119823,0.099543504,0.3880254,0.76380587,0.17118306,0.5620066,0.15832989,0.6691124
120,0.65163195,0.78124267,0.8110509,0.099003986,0.38886538,0.76395667,0.17042619,0.5624873,0.15804386,0.6685837
121,0.6525819,0.7811057,0.81090975,0.098469004,0.3896955,0.7641067,0.16967566,0.56296223,0.15775949,0.6680673
122,0.6535076,0.7809739,0.8107746,0.097938515,0.3905158,0.76425606,0.16893141,0.5634315,0.15747677,0.66756284
123,0.6544097,0.7808472,0.81064534,0.097412474,0.3913264,0.7644049,0.16819337,0.5638953,0.1571957,0.6670701
124,0.65528876,0.78072536,0.8105217,0.09689084,0.39212734,0.76455325,0.16746145,0.5643538,0.15691626,0.66658884
125,0.6561454,0.78060824,0.8104036,0.09637356,0.39291868,0.7647012,0.16673559,0.56480724,0.15663844,0.6661188
126,0.6569801,0.7804957,0.81029075,0.0958606,0.39370048,0.7648488,0.1660157,0.5652557,0.15636225,0.6656597
127,0.65779346,0.7803876,0.81018305,0.09535192,0.39447284,0.76499623,0.16530171,0.5656994,0.15608767,0.6652114
128,0.658586,0.7802837,0.8100803,0.09484747,0.3952358,0.76514345,0.16459355,0.5661385,0.15581469,0.6647735
129,0.65935826,0.7801839,0.80998236,0.09434721,0.39598945,0.7652905,0.16389114,0.5665731,0.15554331,0.6643459
130,0.6601107,0.7800881,0.8098891,0.0938511,0.39673385,0.7654375,0.16319442,0.56700337,0.15527351,0.66392833
131,0.6608439,0.7799962,0.8098003,0.09335909,0.3974691,0.7655844,0.16250332,0.5674294,0.15500529,0.6635206
132,0.6615584,0.77990806,0.8097159,0.09287115,0.39819524,0.7657313,0.16181777,0.5678514,0.15473863,0.6631224
133,0.6622546,0.77982354,0.80963576,0.09238724,0.39891237,0.76587814,0.16113771,0.56826943,0.15447353,0.6627336
134,0.662933,0.7797425,0.8095597,0.09190731,0.39962056,0.766025,0.16046306,0.5686836,0.15420997,0.66235393
135,0.66359407,0.7796649,0.80948764,0.09143132,0.40031987,0.76617193,0.15979376,0.56909406,0.15394796,0.66198325
136,0.6642383,0.7795905,0.80941945,0.090959236,0.4010104,0.7663189,0.15912975,0.5695009,0.15368748,0.6616213
137,0.6648661,0.7795193,0.80935496,0.09049102,0.4016922,0.7664659,0.15847096,0.56990427,0.15342852,0.6612678
138,0.665478,0.7794512,0.8092941,0.090026625,0.40236542,0.766613,0.15781732,0.57030416,0.15317108,0.6609227
139,0.66607434,0.7793861,0.80923676,0.08956602,0.40303007,0.7667602,0.15716879,0.57070076,0.15291514,0.66058576
140,0.66665554,0.7793239,0.8091828,0.08910917,0.40368623,0.7669074,0.15652528,0.57109416,0.1526607,0.66025674
141,0.6672221,0.77926445,0.80913216,0.08865602,0.404334,0.76705474,0.15588675,0.5714844,0.15240774,0.6599355
142,0.6677743,0.77920777,0.8090847,0.08820655,0.40497348,0.76720214,0.15525314,0.5718715,0.15215626,0.6596218
143,0.66831267,0.7791537,0.8090403,0.08776072,0.40560472,0.7673496,0.15462439,0.5722557,0.15190625,0.65931547
144,0.6688375,0.77910215,0.80899894,0.08731848,0.40622783,0.7674971,0.15400043,0.5726369,0.1516577,0.6590164
145,0.66934913,0.7790531,0.80896044,0.086879805,0.40684286,0.7676447,0.15338121,0.57301533,0.15141061,0.6587243
146,0.669848,0.7790064,0.8089248,0.08644465,0.4074499,0.76779234,0.15276669,0.57339096,0.15116496,0.65843916
147,0.67033446,0.7789621,0.80889183,0.08601299,0.40804905,0.76794004,0.15215679,0.5737639,0.15092075,0.6581607
148,0.67080885,0.77892,0.80886155,0.08558478,0.40864038,0.76808774,0.15155147,0.5741342,0.15067796,0.65788877
149,0.6712715,0.77888006,0.80883384,0.085159995,0.409224,0.7682355,0.15095067,0.5745019,0.1504366,0.65762323
150,0.67172277,0.7788423,0.80880857,0.08473859,0.40979996,0.76838326,0.15035434,0.57486707,0.15019664,0.6573639
151,0.67216295,0.7788065,0.80878574,0.08432054,0.41036835,0.768531,0.14976242,0.57522976,0.14995809,0.65711063
152,0.67259234,0.7787728,0.80876523,0.0839058,0.41092926,0.7686788,0.14917487,0.5755901,0.14972092,0.65686333
153,0.6730113,0.77874094,0.808747,0.08349434,0.41148278,0.7688265,0.14859164,0.575948,0.14948514,0.6566218
154,0.6734201,0.778711,0.80873096,0.08308613,0.412029,0.7689741,0.14801267,0.5763036,0.14925073,0.6563859
155,0.673819,0.7786829,0.808717,0.08268114,0.41256797,0.76912177,0.14743792,0.57665694,0.14901769,0.65615547
156,0.67420834,0.77865654,0.80870515,0.08227933,0.4130998,0.7692693,0.14686732,0.577008,0.14878601,0.6559304
157,0.6745883,0.7786319,0.80869526,0.081880674,0.41362455,0.76941675,0.14630085,0.5773569,0.14855568,0.6557106
158,0.6749593,0.778609,0.8086873,0.08148514,0.41414234,0.76956415,0.14573845,0.5777036,0.1483267,0.6554959
159,0.67532146,0.77858764,0.80868125,0.081092685,0.4146532,0.7697114,0.14518008,0.5780482,0.14809904,0.65528613
160,0.6756751,0.77856785,0.80867696,0.08070329,0.41515726,0.76985854,0.14462568,0.5783908,0.1478727,0.6550812
161,0.67602044,0.7785496,0.80867445,0.08031692,0.41565457,0.7700055,0.14407521,0.5787313,0.14764768,0.654881
162,0.67635775,0.7785328,0.8086736,0.079933554,0.41614524,0.77015233,0.14352866,0.5790698,0.14742397,0.6546854
163,0.6766873,0.7785174,0.80867445,0.07955315,0.41662934,0.770299,0.14298594,0.5794063,0.14720155,0.6544943
164,0.6770092,0.7785035,0.8086769,0.07917567,0.41710696,0.77044547,0.14244702,0.5797409,0.14698043,0.65430754
165,0.6773238,0.77849084,0.8086809,0.07880111,0.41757816,0.77059174,0.14191186,0.58007354,0.1467606,0.6541251
166,0.67763126,0.7784795,0.8086864,0.07842942,0.41804302,0.77073777,0.14138043,0.5804043,0.14654204,0.65394676
167,0.6779317,0.7784695,0.8086933,0.07806058,0.41850165,0.77088356,0.14085267,0.5807331,0.14632475,0.6537725
168,0.67822546,0.77846074,0.8087016,0.07769456,0.4189541,0.7710292,0.14032856,0.5810602,0.14610872,0.6536021
169,0.67851263,0.7784531,0.80871123,0.07733133,0.41940045,0.7711745,0.13980803,0.5813854,0.14589393,0.65343565
170,0.6787935,0.7784467,0.80872226,0.07697086,0.4198408,0.77131957,0.13929106,0.5817088,0.14568038,0.6532729
171,0.6790682,0.77844137,0.80873454,0.07661313,0.42027524,0.77146435,0.13877761,0.5820304,0.14546807,0.65311384
172,0.6793369,0.7784372,0.808748,0.0762581,0.4207038,0.7716088,0.13826765,0.5823503,0.145257,0.65295833
173,0.6795998,0.77843404,0.8087627,0.075905755,0.42112657,0.771753,0.13776113,0.5826685,0.14504713,0.6528063
174,0.6798571,0.77843195,0.8087786,0.07555606,0.42154366,0.7718969,0.13725801,0.5829849,0.14483848,0.65265757
175,0.6801089,0.7784309,0.8087956,0.075209,0.4219551,0.7720404,0.13675825,0.5832997,0.14463103,0.6525122
176,0.68035537,0.77843076,0.80881363,0.07486454,0.42236102,0.7721836,0.13626184,0.58361274,0.14442478,0.65237
177,0.6805967,0.7784316,0.80883276,0.07452265,0.42276144,0.77232647,0.13576871,0.5839242,0.14421971,0.6522309
178,0.68083304,0.7784333,0.8088529,0.07418332,0.42315647,0.772469,0.13527885,0.58423394,0.14401583,0.6520949
179,0.68106455,0.77843595,0.808874,0.07384652,0.42354617,0.7726111,0.13479222,0.5845421,0.14381312,0.65196186
180,0.68129134,0.77843946,0.80889606,0.07351221,0.42393062,0.7727528,0.13430879,0.58484864,0.14361157,0.6518317
181,0.68151355,0.7784438,0.808919,0.073180385,0.42430988,0.77289414,0.1338285,0.5851536,0.14341117,0.6517043
182,0.6817313,0.77844894,0.80894285,0.07285101,0.42468402,0.7730351,0.13335136,0.5854569,0.14321193,0.6515797
183,0.6819447,0.7784549,0.8089676,0.07252406,0.42505315,0.77317566,0.1328773,0.5857587,0.14301383,0.6514577
184,0.682154,0.77846164,0.80899316,0.072199516,0.4254173,0.7733158,0.13240631,0.5860589,0.14281687,0.6513384
185,0.6823592,0.7784691,0.8090195,0.07187735,0.42577654,0.7734555,0.13193834,0.5863576,0.14262104,0.6512216
186,0.6825605,0.77847725,0.8090467,0.071557544,0.42613095,0.7735948,0.13147336,0.5866547,0.14242633,0.65110725
187,0.6827579,0.77848613,0.8090746,0.071240075,0.42648062,0.7737336,0.13101137,0.58695036,0.14223272,0.6509953
188,0.6829516,0.77849567,0.8091032,0.070924915,0.42682558,0.773872,0.1305523,0.5872445,0.14204021,0.6508857
189,0.68314177,0.77850586,0.8091325,0.07061204,0.42716593,0.77400994,0.13009615,0.5875371,0.1418488,0.6507784
190,0.6833284,0.7785167,0.8091625,0.07030144,0.4275017,0.7741474,0.12964287,0.5878283,0.14165848,0.65067333
191,0.6835116,0.77852815,0.80919313,0.069993086,0.427833,0.7742844,0.12919244,0.58811796,0.14146926,0.6505704
192,0.68369156,0.7785402,0.8092244,0.06968696,0.42815986,0.774421,0.12874483,0.58840615,0.1412811,0.6504696
193,0.6838683,0.77855283,0.8092563,0.069383025,0.42848235,0.774557,0.12830001,0.5886929,0.14109401,0.65037084
194,0.6840419,0.77856606,0.8092888,0.06908128,0.42880055,0.77469254,0.12785795,0.58897823,0.14090799,0.6502741
195,0.6842125,0.77857983,0.8093219,0.06878169,0.42911452,0.7748276,0.12741862,0.5892621,0.14072302,0.65017927
196,0.6843802,0.77859414,0.8093555,0.06848424,0.42942432,0.7749622,0.126982,0.5895446,0.1405391,0.6500864
197,0.68454504,0.7786089,0.80938965,0.068188906,0.42972997,0.7750963,0.12654807,0.58982563,0.14035621,0.6499954
198,0.6847071,0.7786242,0.8094243,0.06789567,0.4300316,0.7752299,0.12611678,0.59010524,0.14017437,0.64990616
199,0.6848665,0.77864,0.80945945,0.06760452,0.4303292,0.77536297,0.12568814,0.59038347,0.13999355,0.64981866
200,0.68502325,0.7786562,0.80949503,0.06731543,0.43062288,0.7754955,0.12526208,0.5906603,0.13981375,0.6497329
201,0.6851775,0.7786729,0.8095311,0.06702837,0.43091267,0.7756276,0.12483861,0.5909357,0.13963497,0.6496488
202,0.6853293,0.77869,0.8095676,0.06674334,0.43119866,0.77575916,0.12441769,0.59120977,0.13945718,0.6495663
203,0.68547875,0.7787075,0.80960447,0.066460304,0.43148088,0.7758902,0.1239993,0.59148246,0.13928041,0.6494854
204,0.68562585,0.77872545,0.8096418,0.06617925,0.43175942,0.77602065,0.123583406,0.5917538,0.13910462,0.6494061
205,0.6857707,0.7787438,0.8096795,0.06590017,0.43203428,0.77615064,0.123169996,0.5920238,0.13892981,0.64932823
206,0.6859133,0.7787625,0.8097176,0.06562303,0.43230557,0.7762801,0.122759044,0.5922924,0.13875599,0.6492518
207,0.6860539,0.7787816,0.80975604,0.06534781,0.43257332,0.77640903,0.12235052,0.59255975,0.13858315,0.6491769
208,0.6861924,0.778801,0.80979484,0.06507451,0.43283758,0.7765374,0.121944405,0.5928257,0.13841127,0.64910334
209,0.6863289,0.77882075,0.809834,0.06480309,0.43309838,0.7766653,0.12154068,0.59309036,0.13824035,0.6490311
210,0.6864634,0.77884084,0.80987346,0.064533554,0.4333558,0.7767926,0.12113932,0.5933537,0.13807039,0.64896023
211,0.6865961,0.7788612,0.8099132,0.06426587,0.4336099,0.77691936,0.120740294,0.5936157,0.13790137,0.6488906
212,0.68672687,0.77888197,0.8099533,0.064000025,0.43386072,0.77704567,0.12034359,0.5938764,0.1377333,0.64882225
213,0.6868559,0.77890295,0.8099936,0.063736,0.4341083,0.77717143,0.119949184,0.5941358,0.13756615,0.64875513
214,0.6869832,0.7789242,0.8100343,0.06347378,0.4343527,0.7772966,0.11955705,0.59439397,0.13739994,0.6486892
215,0.6871088,0.7789458,0.81007516,0.063213356,0.43459398,0.77742124,0.11916718,0.5946508,0.13723466,0.6486244
216,0.6872328,0.7789676,0.8101163,0.062954694,0.43483216,0.77754533,0.11877953,0.5949064,0.13707028,0.64856076
217,0.68735516,0.7789897,0.81015766,0.06269779,0.4350673,0.7776689,0.11839411,0.59516066,0.13690682,0.64849824
218,0.687476,0.77901196,0.8101992,0.062442627,0.43529946,0.7777919,0.11801087,0.5954137,0.13674426,0.6484368
219,0.6875953,0.7790345,0.810241,0.062189188,0.43552867,0.7779144,0.11762981,0.59566545,0.1365826,0.64837635
220,0.68771315,0.7790572,0.810283,0.061937455,0.43575498,0.77803636,0.117250904,0.595916,0.13642183,0.648317
221,0.68782955,0.77908015,0.8103252,0.061687414,0.43597844,0.7781578,0.11687413,0.59616524,0.13626194,0.6482586
222,0.6879446,0.77910334,0.8103676,0.06143905,0.4361991,0.77827865,0.11649947,0.59641325,0.13610293,0.6482012
223,0.68805826,0.7791267,0.81041014,0.061192345,0.43641698,0.778399,0.1161269,0.59666,0.1359448,0.6481448
224,0.6881706,0.77915025,0.8104529,0.060947288,0.43663213,0.7785188,0.115756415,0.5969056,0.13578753,0.64808923
225,0.6882817,0.779174,0.81049573,0.060703862,0.4368446,0.77863806,0.11538798,0.5971499,0.13563113,0.6480346
