row: origin_zone/col: destination_zone,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
12,0.05981609,0.24237302,0.096337385,0.33930245,0.658251,0.42874545,0.1619871,0.18719551,0.044136774,0.9084162,0.13308455,0.2489252,0.709112,0.5441862,0.2433653,0.06713426,0.09919201,0.51309127,0.050862804,0.08263745,0.13619308,0.25216204,0.4899036,0.20094375,0.77680904,0.06599281,0.44822797,0.072863095,0.8658935,0.030140575,0.24756098,0.6569853,0.37482563,0.41280806,0.29466352,0.5478141,0.037633535,0.08076065,0.54452455,0.139965,0.14109302,0.893818,0.49574,0.5447884,0.14465368,0.66128314,0.060041383,0.7941802,0.03870142,0.037812907,0.06698223,0.38921487,0.2758846,0.16311495,0.8568857,0.06118599,0.18394755,0.3806685,0.16146266,0.08826854,0.16801053,0.385458,0.64367706,0.48463544,0.2280566,0.040219206,0.41542536,0.1671974,0.74719155,0.4515447,0.32227042,0.6247612,0.8233041,0.06651028,0.59665734,0.9517515,0.45497686,0.93761003,0.36012244,0.21433644,0.21659316,0.82290316,0.15885289,0.62523943,0.91454136,0.57822984,0.24566709,0.048909128,0.9638437,0.5249295,0.11973401,0.17028496,0.18184848,0.16855177,0.58649755,0.3750643,0.44144854,0.54028434,0.83743703,0.34601587
13,0.76946557,0.4363948,0.0716523,0.24782024,0.10944562,0.13807514,0.069156855,0.3298957,0.53422225,0.07563117,0.4686865,0.39447156,0.65243465,0.21548721,0.30266124,0.3745361,0.9814831,0.56633896,0.41901833,0.034801837,0.57739836,0.53987706,0.5751087,0.29696304,0.19628213,0.45743856,0.15541087,0.09645602,0.97728497,0.10803889,0.7126346,0.4753592,0.26724425,0.8242053,0.1604573,0.06250101,0.38297597,0.15883699,0.050371278,0.21766654,0.10651611,0.71600205,0.3128461,0.18620706,0.8167357,0.123087645,0.53536046,0.2964661,0.42082992,0.14752173,0.83385485,0.8477777,0.23566295,0.024190886,0.3512923,0.40314156,0.40394068,0.33660936,0.7509028,0.028830117,0.03995619,0.76998436,0.121590644,0.7891162,0.12564312,0.30618253,0.19211002,0.062247667,0.30946872,0.08506617,0.3687507,0.93997,0.22972542,0.15512253,0.8878033,0.264319,0.6822929,0.18577519,0.30924746,0.35658437,0.25845277,0.4731546,0.8675394,0.28841996,0.46466973,0.6842094,0.10854317,0.110887036,0.119615436,0.6403703,0.49558437,0.22106169,0.6466017,0.33675247,0.024982547,0.56230575,0.058345005,0.09902091,0.061539214,0.046955895
14,0.4529552,0.82185125,0.05282815,0.1605477,0.16892345,0.24443649,0.7075358,0.07031621,0.91921216,0.05727905,0.2066657,0.10769075,0.44158512,0.31160226,0.43845335,0.7751535,0.7168064,0.48048604,0.29319745,0.18550035,0.17575046,0.37145257,0.54654115,0.14520568,0.29795954,0.12759548,0.45219406,0.112749025,0.34384477,0.3922307,0.3998081,0.25754747,0.13922487,0.33498052,0.9406196,0.4732466,0.26991883,0.41922563,0.24335413,0.10226733,0.26050052,0.4978899,0.47259477,0.25890648,0.11867196,0.62228566,0.33317178,0.13394648,0.21324942,0.32004339,0.14521404,0.11021495,0.24446729,0.16098353,0.040943377,0.65802014,0.8970826,0.80901784,0.22221754,0.77172005,0.098118186,0.43122834,0.23909564,0.38278982,0.2662702,0.040537946,0.6550017,0.7949825,0.04282287,0.7040745,0.7156483,0.8925444,0.051364407,0.184163,0.11272037,0.63308334,0.32660207,0.14593592,0.42081535,0.18888845,0.23909287,0.81914425,0.888617,0.1971457,0.13930279,0.17268883,0.111736454,0.22846639,0.063973814,0.5204535,0.8370094,0.1974218,0.5779006,0.29590726,0.2697678,0.05256424,0.08286668,0.18289079,0.73241186,0.69279873
15,0.41180572,0.52555424,0.67888635,0.85821134,0.07487201,0.32927823,0.077456854,0.54049695,0.043623857,0.6119225,0.281342,0.014556943,0.74942344,0.19998404,0.84195304,0.32317865,0.14055696,0.3351514,0.41710252,0.2972886,0.1404046,0.37358835,0.10165685,0.25770462,0.3210887,0.8075266,0.693543,0.48385918,0.4102238,0.3925824,0.2304292,0.94812334,0.23918085,0.1393493,0.5586752,0.95906615,0.4824482,0.09836232,0.4482461,0.08979848,0.46775934,0.13105385,0.19490838,0.41732165,0.267757,0.28754175,0.18347003,0.07940374,0.37654442,0.27427498,0.6725944,0.67241645,0.1145988,0.36316723,0.054155838,0.63032067,0.05147382,0.41237503,0.3176529,0.082406096,0.71511155,0.66873115,0.39153048,0.06350591,0.14293672,0.08090593,0.12771232,0.3112789,0.6513222,0.121045135,0.7806256,0.492806,0.08462463,0.27854654,0.1483538,0.32401735,0.5063007,0.097810395,0.18441112,0.13448086,0.12362494,0.5397372,0.09403338,0.18769099,0.15489973,0.716932,0.392126,0.28176725,0.055758048,0.484336,0.4924995,0.10371886,0.20806998,0.22772932,0.15564243,0.036392834,0.8717145,0.33800834,0.074041896,0.9583684
16,0.82136446,0.2803532,0.23441516,0.10853878,0.5950405,0.19934732,0.10735736,0.3902516,0.08405696,0.38624144,0.7029714,0.099503465,0.3833304,0.22903526,0.48080105,0.36386076,0.70058286,0.2897861,0.24147098,0.115200706,0.7116221,0.1465557,0.035979446,0.060141414,0.21080294,0.7638354,0.23381749,0.10980675,0.54338473,0.69360864,0.25322565,0.13114099,0.24025476,0.23314182,0.58089125,0.6297466,0.31298494,0.044878177,0.12674963,0.41665673,0.23136097,0.053583242,0.67205375,0.15739557,0.23150091,0.005887342,0.25884226,0.370462,0.28547055,0.3760403,0.13178943,0.65506965,0.14884298,0.19563119,0.3353903,0.98333997,0.50432354,0.22594017,0.28996265,0.25675705,0.32220852,0.33787245,0.9824882,0.72912884,0.13317873,0.1191197,0.30709124,0.37377718,0.23339643,0.029201178,0.59825987,0.680364,0.30273604,0.44389334,0.3607752,0.78866714,0.8022393,0.14589937,0.61444414,0.392651,0.16100541,0.8525941,0.020954417,0.9599305,0.038076628,0.52614766,0.14613555,0.93074685,0.7667366,0.9668295,0.41709337,0.13250841,0.6089342,0.106044546,0.35631257,0.48156914,0.16764638,0.9091856,0.82250893,0.45899332
17,0.5410978,0.04270112,0.35902393,0.57451755,0.1198472,0.94413245,0.36030078,0.82855815,0.19128823,0.12932214,0.5316043,0.16547069,0.026793256,0.10627865,0.9478276,0.029670253,0.3539335,0.3595214,0.23033017,0.07174368,0.549749,0.78612924,0.48789516,0.08425278,0.1166502,0.9067055,0.50736654,0.15839437,0.51561904,0.8904088,0.28582862,0.20624961,0.060226012,0.4710056,0.21137464,0.11882402,0.10652962,0.31475568,0.20660895,0.15860856,0.070993915,0.13254021,0.77287495,0.05084892,0.17094377,0.5360048,0.33852804,0.6402431,0.5060232,0.15014549,0.5715592,0.1669702,0.12459356,0.05101347,0.68079346,0.0891287,0.15340202,0.08170562,0.34606272,0.22377789,0.19708158,0.3646323,0.8186875,0.3125086,0.08915597,0.8523268,0.36279306,0.9053747,0.3026802,0.8979726,0.06858063,0.12850694,0.75642896,0.9181361,0.9338568,0.48114908,0.7878426,0.30266002,0.32344827,0.6807783,0.7032216,0.47663623,0.69014776,0.14675035,0.19432613,0.021756183,0.05977178,0.07523913,0.15567614,0.457672,0.48342696,0.5608597,0.8503684,0.40552935,0.18564913,0.11823684,0.111801796,0.24722518,0.35450348,0.648727
18,0.96624714,0.14111356,0.014108703,0.0379556,0.20757817,0.11625653,0.5541003,0.64830834,0.1009204,0.18769607,0.038815256,0.30364764,0.9367348,0.6847137,0.11315221,0.10015518,0.15281242,0.87167144,0.11922781,0.11910161,0.2885107,0.38887787,0.77091104,0.35693285,0.30929697,0.86709553,0.19595335,0.44208977,0.27506214,0.5454154,0.06629531,0.20787516,0.7018557,0.27786535,0.54738075,0.6272887,0.94486487,0.15116327,0.35322875,0.46545917,0.78169763,0.7365801,0.059430115,0.18867418,0.7019445,0.23303945,0.10884207,0.5094431,0.6400567,0.14454356,0.25502157,0.46680048,0.9401434,0.5484354,0.13277121,0.18523234,0.14016189,0.03300447,0.05498938,0.9215564,0.10299517,0.11880739,0.8561504,0.6686118,0.5745651,0.9800342,0.09128313,0.21849193,0.10618912,0.18722919,0.8776354,0.09704305,0.05149035,0.82589763,0.9844162,0.9590908,0.16254756,0.06671321,0.28868064,0.18805994,0.071640134,0.81268436,0.6341724,0.12799932,0.21885204,0.28915262,0.73859566,0.27836406,0.41772565,0.5461566,0.64613384,0.5656431,0.1931728,0.41411066,0.09124505,0.107028164,0.14638615,0.4706389,0.076110944,0.7030219
19,0.5241525,0.056692254,0.9326259,0.41463605,0.8805446,0.07436275,0.47254002,0.3303782,0.42808148,0.07067673,0.22412051,0.10154046,0.03673491,0.9880912,0.01083538,0.07571311,0.7768016,0.20196864,0.24115592,0.33668402,0.03414132,0.2556326,0.14050344,0.6808477,0.13707069,0.20880207,0.16451351,0.11759877,0.6959654,0.74572325,0.52660257,0.058441915,0.8048344,0.066284135,0.011398808,0.5145433,0.99811065,0.37470448,0.33853325,0.15695387,0.5898621,0.79855233,0.3078579,0.69245255,0.12274983,0.78682953,0.50925857,0.15007788,0.44786987,0.060258992,0.22965473,0.2639482,0.38244122,0.10105215,0.13326176,0.28593603,0.058036506,0.10806895,0.06740788,0.17713058,0.03781123,0.027859854,0.22394277,0.35464075,0.056828056,0.07059783,0.83395356,0.71311563,0.29780817,0.46100432,0.754803,0.5352169,0.9604099,0.9191197,0.1342456,0.29356882,0.52820235,0.19674076,0.5107067,0.21597168,0.86136234,0.28841206,0.7378945,0.06990998,0.91708183,0.37982953,0.096927315,0.24361129,0.49255157,0.2473129,0.0435413,0.5450059,0.91024977,0.09208112,0.60072356,0.16874056,0.47238547,0.9779573,0.41836214,0.50128996
20,0.17251965,0.6760034,0.41188067,0.28248495,0.2606323,0.08997661,0.73439074,0.119410075,0.13026029,0.8363955,0.017226407,0.48305044,0.31482482,0.19029331,0.3619209,0.3749346,0.11991228,0.66943043,0.6478511,0.07072138,0.031038444,0.2000859,0.9655723,0.34052294,0.6475091,0.7088847,0.040305205,0.07817755,0.46318373,0.0856141,0.2193243,0.116048194,0.09953915,0.32174587,0.12866336,0.1771115,0.9764895,0.011610545,0.18484567,0.17755835,0.19272423,0.26654604,0.19445892,0.055942845,0.04109992,0.328322,0.118952535,0.16590598,0.12324927,0.036099218,0.171439,0.8235759,0.9035118,0.43996203,0.023300573,0.6562359,0.66942996,0.22498426,0.0968003,0.2574582,0.41481817,0.16293216,0.49148703,0.23584121,0.68388516,0.33253998,0.9510534,0.06456971,0.4339833,0.24425109,0.68979263,0.022259802,0.17828462,0.9620939,0.17166811,0.31619266,0.2630012,0.4608836,0.08168885,0.15050037,0.11112525,0.89818233,0.6013365,0.41375637,0.37638497,0.15566207,0.15796286,0.5695546,0.3195318,0.48491618,0.08680262,0.9874267,0.25273815,0.21161199,0.39199293,0.47960922,0.13592893,0.36094037,0.32205066,0.2153951
21,0.063379005,0.50096923,0.06694144,0.17925182,0.5511712,0.31211403,0.6286677,0.90996456,0.495018,0.39338073,0.8793896,0.22220147,0.055547476,0.22334337,0.13780466,0.31309208,0.04368973,0.030850409,0.18817297,0.8611058,0.056774955,0.30397066,0.19506703,0.12369986,0.54116535,0.97863275,0.35910508,0.47423005,0.31302848,0.11094672,0.8643568,0.15555015,0.40139574,0.9233668,0.4830149,0.73510057,0.19955677,0.4659626,0.026374457,0.29870903,0.16169666,0.20785186,0.47475263,0.15581684,0.32146752,0.19712237,0.25685382,0.5963486,0.81076914,0.6875424,0.20615819,0.2392534,0.04605491,0.3435875,0.2619472,0.07478719,0.15304404,0.5098631,0.2725842,0.7441694,0.33411574,0.35876533,0.22050309,0.14351542,0.31229976,0.31863412,0.30279857,0.08826162,0.40093532,0.7100124,0.6752142,0.83954275,0.71226305,0.2776925,0.15261693,0.04449896,0.06852094,0.07578733,0.12272112,0.574079,0.37818038,0.122316815,0.95078814,0.3201183,0.74230385,0.2681226,0.23566073,0.9259884,0.07159031,0.77442175,0.26573166,0.157466,0.8384547,0.16728906,0.95916367,0.11035946,0.1686677,0.4840699,0.35612327,0.37687412
